method,latent_mass_success,mean_mass,mean_set_size,singleton,full_set,seed,m,ncal,ntest,k,q_mass,alpha,delta,regime,sigma
naive_panel_cp,0.938,0.8421869314786555,2.7123333333333335,0.15766666666666668,0.0,2026086683,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9957431526857945,4.869666666666666,0.0,0.8696666666666667,2026086683,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9957431526857945,4.869666666666666,0.0,0.8696666666666667,2026086683,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.956,0.8712990849926922,2.8273333333333333,0.13433333333333333,0.0,2026086684,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.977,0.9080255861907699,3.0396666666666667,0.08666666666666667,0.0,2026086684,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.921,0.8144503531060857,2.546333333333333,0.195,0.0,2026086684,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.995133685861562,4.855666666666667,0.0,0.8556666666666667,2026086684,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.995133685861562,4.855666666666667,0.0,0.8556666666666667,2026086684,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.936,0.8381246846215596,2.6846666666666668,0.16566666666666666,0.0,2026086685,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9616666666666667,0.8861055487084982,2.9366666666666665,0.12166666666666667,0.0,2026086685,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.92,0.8057877215223025,2.5206666666666666,0.19366666666666665,0.0,2026086685,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,0.9996666666666667,0.9952188091153957,4.861666666666666,0.0,0.8616666666666667,2026086685,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9996666666666667,0.9952188091153957,4.861666666666666,0.0,0.8616666666666667,2026086685,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9373333333333334,0.8414037571673898,2.7223333333333333,0.15366666666666667,0.0,2026086686,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.981,0.9157286500484846,3.150333333333333,0.074,0.0,2026086686,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9106666666666666,0.7957549079687317,2.5156666666666667,0.19466666666666665,0.0,2026086686,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.995024997582453,4.861,0.0,0.861,2026086686,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.995024997582453,4.861,0.0,0.861,2026086686,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9606666666666667,0.8763490367170601,2.912,0.11266666666666666,0.0,2026086687,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9746666666666667,0.9042391906553214,3.0846666666666667,0.08533333333333333,0.0,2026086687,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9363333333333334,0.8310306955382633,2.683666666666667,0.16033333333333333,0.0,2026086687,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9947952860038249,4.856333333333334,0.0,0.8563333333333333,2026086687,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9947952860038249,4.856333333333334,0.0,0.8563333333333333,2026086687,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9496666666666667,0.8558411514998766,2.74,0.154,0.0,2026086688,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9516666666666667,0.8585998380334858,2.7496666666666667,0.15433333333333332,0.0,2026086688,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9343333333333333,0.8295838705399543,2.618,0.17266666666666666,0.0,2026086688,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9954897683528086,4.859333333333334,0.0,0.8593333333333333,2026086688,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9954897683528086,4.859333333333334,0.0,0.8593333333333333,2026086688,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9566666666666667,0.8765921184778437,2.901,0.12166666666666667,0.0,2026086689,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9766666666666667,0.9104075179372538,3.1206666666666667,0.07566666666666666,0.0,2026086689,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9106666666666666,0.7924153483908128,2.4763333333333333,0.193,0.0,2026086689,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9941880661626228,4.848,0.0,0.848,2026086689,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9941880661626228,4.848,0.0,0.848,2026086689,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.942,0.8558171024639484,2.7783333333333333,0.14566666666666667,0.0,2026086690,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.966,0.8964350426601411,3.0046666666666666,0.09466666666666666,0.0,2026086690,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9176666666666666,0.812519480390359,2.571,0.17433333333333334,0.0,2026086690,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9960326582764116,4.869666666666666,0.0,0.8696666666666667,2026086690,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9960326582764116,4.869666666666666,0.0,0.8696666666666667,2026086690,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9483333333333334,0.860533523613512,2.784666666666667,0.145,0.0,2026086691,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9643333333333334,0.885394744287569,2.9066666666666667,0.12133333333333333,0.0,2026086691,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9226666666666666,0.8130345409801365,2.554666666666667,0.17933333333333334,0.0,2026086691,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.995238987831827,4.849666666666667,0.0,0.8496666666666667,2026086691,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.995238987831827,4.849666666666667,0.0,0.8496666666666667,2026086691,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9423333333333334,0.8515251154501206,2.743,0.14833333333333334,0.0,2026086692,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9816666666666667,0.914822038729799,3.0933333333333333,0.08633333333333333,0.0,2026086692,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9303333333333333,0.8317905757328684,2.642333333333333,0.17033333333333334,0.0,2026086692,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,0.9996666666666667,0.995200642498261,4.868666666666667,0.0,0.8686666666666667,2026086692,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9996666666666667,0.995200642498261,4.868666666666667,0.0,0.8686666666666667,2026086692,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9323333333333333,0.8277766076714395,2.632,0.17533333333333334,0.0,2026086693,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.975,0.9024421867395228,3.030666666666667,0.09966666666666667,0.0,2026086693,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.916,0.8013446533767637,2.5076666666666667,0.194,0.0,2026086693,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9946322973143903,4.863666666666667,0.0,0.8636666666666667,2026086693,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9946322973143903,4.863666666666667,0.0,0.8636666666666667,2026086693,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9316666666666666,0.8383952187169771,2.706,0.165,0.0,2026086694,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9446666666666667,0.8623275868061294,2.8386666666666667,0.137,0.0,2026086694,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9183333333333333,0.8121373734250235,2.571,0.18733333333333332,0.0,2026086694,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9953834455189259,4.868,0.0,0.868,2026086694,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9953834455189259,4.868,0.0,0.868,2026086694,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.952,0.8641615924911712,2.823,0.147,0.0,2026086695,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9763333333333334,0.9087785948267781,3.0946666666666665,0.08033333333333334,0.0,2026086695,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.948,0.8578620433579993,2.7933333333333334,0.14933333333333335,0.0,2026086695,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9954626355009584,4.863666666666667,0.0,0.8636666666666667,2026086695,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9954626355009584,4.863666666666667,0.0,0.8636666666666667,2026086695,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9606666666666667,0.8794429906768413,2.9316666666666666,0.11266666666666666,0.0,2026086696,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9833333333333333,0.919130801345507,3.18,0.06833333333333333,0.0,2026086696,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.953,0.8645704708682854,2.843,0.13,0.0,2026086696,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9952270052103,4.858,0.0,0.858,2026086696,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9952270052103,4.858,0.0,0.858,2026086696,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9316666666666666,0.8318011968006819,2.667666666666667,0.17233333333333334,0.0,2026086697,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9586666666666667,0.8798271808264266,2.901,0.12633333333333333,0.0,2026086697,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9163333333333333,0.8097825328298589,2.572,0.18766666666666668,0.0,2026086697,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9958289531097644,4.8646666666666665,0.0,0.8646666666666667,2026086697,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9958289531097644,4.8646666666666665,0.0,0.8646666666666667,2026086697,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9513333333333334,0.8639364392431994,2.8276666666666666,0.14066666666666666,0.0,2026086698,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9773333333333334,0.9107318863673939,3.1013333333333333,0.08233333333333333,0.0,2026086698,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.942,0.8445975809303718,2.7216666666666667,0.156,0.0,2026086698,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9942070685082927,4.854666666666667,0.0,0.8546666666666667,2026086698,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9942070685082927,4.854666666666667,0.0,0.8546666666666667,2026086698,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9266666666666666,0.8194603757317694,2.608,0.17,0.0,2026086699,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9623333333333334,0.8850769338855254,2.957,0.10533333333333333,0.0,2026086699,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9163333333333333,0.8037223643510467,2.5436666666666667,0.17666666666666667,0.0,2026086699,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9949998001193068,4.861666666666666,0.0,0.8616666666666667,2026086699,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9949998001193068,4.861666666666666,0.0,0.8616666666666667,2026086699,5,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9113333333333333,0.8013812145431076,2.5073333333333334,0.198,0.0,2026091500,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.973,0.9028268891306548,3.0023333333333335,0.1,0.0,2026091500,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.8963333333333333,0.780560792021333,2.4226666666666667,0.20233333333333334,0.0,2026091500,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9949099692536864,4.864,0.0,0.864,2026091500,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9993333333333333,0.9570009059511791,3.7746666666666666,0.0026666666666666666,0.0,2026091500,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9283333333333333,0.8214492959838211,2.6413333333333333,0.15866666666666668,0.0,2026091501,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9726666666666667,0.8990373784473795,3.041333333333333,0.093,0.0,2026091501,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.879,0.7424859425093534,2.301,0.20033333333333334,0.0,2026091501,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9945727362940594,4.851,0.0,0.851,2026091501,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9697359277312607,4.279333333333334,0.0,0.2793333333333333,2026091501,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9303333333333333,0.8258209633245915,2.586333333333333,0.19366666666666665,0.0,2026091502,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9756666666666667,0.9063656014856731,3.026,0.099,0.0,2026091502,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.8943333333333333,0.7708652324670278,2.3503333333333334,0.22433333333333333,0.0,2026091502,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9955259567607548,4.856,0.0,0.856,2026091502,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9996666666666667,0.9571031193554321,3.712666666666667,0.0033333333333333335,0.0,2026091502,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.922,0.8174349075867721,2.6283333333333334,0.168,0.0,2026091503,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9633333333333334,0.8864409381634314,2.9663333333333335,0.11533333333333333,0.0,2026091503,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.8773333333333333,0.7448294690225272,2.3223333333333334,0.20466666666666666,0.0,2026091503,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9949789542013647,4.856,0.0,0.856,2026091503,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9613021223820349,4.060333333333333,0.0,0.060333333333333336,2026091503,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9386666666666666,0.8429598862700705,2.7056666666666667,0.16433333333333333,0.0,2026091504,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9653333333333334,0.891285460869836,2.978666666666667,0.106,0.0,2026091504,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.921,0.81220188559221,2.558666666666667,0.18866666666666668,0.0,2026091504,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9949523602524138,4.860333333333333,0.0,0.8603333333333333,2026091504,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9923333333333333,0.938500135160115,3.376,0.03133333333333333,0.0,2026091504,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9256666666666666,0.8269518658067154,2.657,0.16266666666666665,0.0,2026091505,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9566666666666667,0.876283606753457,2.888,0.12633333333333333,0.0,2026091505,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.8683333333333333,0.7373462654126909,2.2716666666666665,0.21933333333333332,0.0,2026091505,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9949250553928489,4.856333333333334,0.0,0.8563333333333333,2026091505,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.996,0.9478871056855854,3.5016666666666665,0.017,0.0,2026091505,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9296666666666666,0.8200682664914087,2.6006666666666667,0.17933333333333334,0.0,2026091506,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.986,0.9215656622730373,3.166333333333333,0.07066666666666667,0.0,2026091506,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9176666666666666,0.8007298840053569,2.5223333333333335,0.18966666666666668,0.0,2026091506,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9950235142971051,4.857333333333333,0.0,0.8573333333333333,2026091506,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.994,0.9402373788288476,3.3596666666666666,0.037,0.0,2026091506,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.967,0.890219747532643,2.92,0.119,0.0,2026091507,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.974,0.9033062257311651,3.013,0.09733333333333333,0.0,2026091507,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.929,0.8239303002677649,2.5886666666666667,0.18366666666666667,0.0,2026091507,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9950035705467256,4.859,0.0,0.859,2026091507,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9717815503620453,4.285666666666667,0.0,0.2856666666666667,2026091507,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.94,0.8460714073121757,2.7176666666666667,0.15966666666666668,0.0,2026091508,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9673333333333334,0.8941352116404668,2.9803333333333333,0.111,0.0,2026091508,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9253333333333333,0.8231349911971281,2.6,0.17933333333333334,0.0,2026091508,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9957621600523126,4.861666666666666,0.0,0.8616666666666667,2026091508,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9993333333333333,0.9566148912284962,3.6653333333333333,0.005666666666666667,0.0,2026091508,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.944,0.852576784033112,2.747333333333333,0.15433333333333332,0.0,2026091509,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9666666666666667,0.8926855660683505,2.9663333333333335,0.10933333333333334,0.0,2026091509,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9323333333333333,0.833430216712479,2.6576666666666666,0.171,0.0,2026091509,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9950147979080315,4.857333333333333,0.0,0.8573333333333333,2026091509,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9903333333333333,0.9343439227279963,3.2803333333333335,0.04733333333333333,0.0,2026091509,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9563333333333334,0.8661155837009757,2.796,0.15066666666666667,0.0,2026091510,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9646666666666667,0.8836487858747352,2.8973333333333335,0.126,0.0,2026091510,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9113333333333333,0.7940256278497879,2.4716666666666667,0.19666666666666666,0.0,2026091510,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.995578810866763,4.870333333333333,0.0,0.8703333333333333,2026091510,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9996666666666667,0.970276648189026,4.298,0.0,0.298,2026091510,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9293333333333333,0.8186172580038495,2.562,0.19033333333333333,0.0,2026091511,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9643333333333334,0.8859743878712547,2.922,0.122,0.0,2026091511,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.8853333333333333,0.7512520914799254,2.2816666666666667,0.22233333333333333,0.0,2026091511,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,0.9996666666666667,0.994846526719561,4.854666666666667,0.0,0.8546666666666667,2026091511,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9963333333333333,0.952464786343047,3.5513333333333335,0.012,0.0,2026091511,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.951,0.8532629725917372,2.74,0.16,0.0,2026091512,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.962,0.873293636693524,2.839,0.136,0.0,2026091512,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.92,0.8031097590832704,2.507,0.19733333333333333,0.0,2026091512,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.99510603670471,4.857666666666667,0.0,0.8576666666666667,2026091512,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9996666666666667,0.9549211817305886,3.6923333333333335,0.003,0.0,2026091512,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9463333333333334,0.855282791722978,2.7823333333333333,0.14566666666666667,0.0,2026091513,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.985,0.9253643287084244,3.2063333333333333,0.06166666666666667,0.0,2026091513,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9436666666666667,0.8496220917609681,2.7476666666666665,0.15333333333333332,0.0,2026091513,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9952732083596344,4.860666666666667,0.0,0.8606666666666667,2026091513,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.996,0.94876622670225,3.5243333333333333,0.019,0.0,2026091513,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.931,0.8289666702794268,2.6443333333333334,0.17,0.0,2026091514,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9813333333333333,0.9115571195332144,3.0593333333333335,0.092,0.0,2026091514,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.921,0.8134042788913396,2.5713333333333335,0.17866666666666667,0.0,2026091514,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9952645877593062,4.854333333333333,0.0,0.8543333333333333,2026091514,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9993333333333333,0.9554573810987076,3.669,0.0033333333333333335,0.0,2026091514,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9486666666666667,0.8562724005611211,2.7756666666666665,0.146,0.0,2026091515,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9776666666666667,0.9112356605124977,3.0976666666666666,0.085,0.0,2026091515,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9103333333333333,0.7967381423201237,2.506,0.19066666666666668,0.0,2026091515,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9952190989317862,4.862333333333333,0.0,0.8623333333333333,2026091515,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9923333333333333,0.9414190888226817,3.389,0.036,0.0,2026091515,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.944,0.8583708783494779,2.7523333333333335,0.14466666666666667,0.0,2026091516,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.965,0.8943720565858989,2.9606666666666666,0.10566666666666667,0.0,2026091516,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9036666666666666,0.7950910348063074,2.461,0.19466666666666665,0.0,2026091516,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9962112021045868,4.866333333333333,0.0,0.8663333333333333,2026091516,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,1.0,0.9730688930859329,4.3053333333333335,0.0,0.30533333333333335,2026091516,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.928,0.8200951448896001,2.58,0.17866666666666667,0.0,2026091517,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.972,0.9005897710257028,3.0073333333333334,0.097,0.0,2026091517,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9016666666666666,0.7755138015923206,2.375,0.21133333333333335,0.0,2026091517,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.9954931983117133,4.849666666666667,0.0,0.8496666666666667,2026091517,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp_randomized,0.9986666666666667,0.9522009209745853,3.5516666666666667,0.011333333333333334,0.0,2026091517,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.952,0.8592211228196678,2.7953333333333332,0.14833333333333334,0.0,2026091518,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.983,0.9163919290319509,3.126333333333333,0.07533333333333334,0.0,2026091518,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9296666666666666,0.8199473946055413,2.5953333333333335,0.187,0.0,2026091518,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
ptcp,1.0,0.995048639277424,4.8613333333333335,0.0,0.8613333333333333,2026091518,10,300,3000,5,0.5,0.1,0.05,mixed,0.8
